	A567T11	A567T12	A567T15	A567T16
ADAMTS15	187	200	676	1025
RP11-535N6.2	0	0	0	0
BAK1P2	0	0	1	1
C11orf44	3	3	6	31
PPP1R10P1	0	0	0	0
RP11-890B15.2	150	181	445	348
RP11-890B15.3	230	186	368	475
SNX19	3368	3018	5458	6030
RN7SL167P	0	0	0	0
AP002806.1	0	0	0	0
AP002856.4	0	0	0	0
AP002856.6	0	0	0	0
AP002856.7	0	0	0	0
AP002856.5	0	0	0	0
NTM	71	77	231	592
RNU6ATAC12P	0	0	0	0
AP003025.2	0	0	0	0
RP11-217L21.1	0	0	0	0
AP003039.3	0	0	0	0
RP11-651K21.1	0	0	0	0
AP004372.1	0	0	2	1
RP11-697E14.2	0	0	1	3
NTM-IT	0	0	0	0
OPCML	0	3	1	4
RNU6-1182P	0	0	0	0
OPCML-IT2	0	0	0	0
OPCML-IT1	0	0	0	0
AP005638.1	0	0	0	0
RP11-448P19.1	0	0	0	0
SPATA19	0	0	0	0
RP11-259P6.3	0	0	0	0
MIR4697	0	2	0	0
IGSF9B	4	7	1	4
AP000911.1	0	0	0	0
RP11-713P17.5	0	0	0	0
RP11-713P17.3	0	0	0	1
RP11-713P17.4	1	0	0	0
JAM3	146	160	178	467
PTP4A2P2	0	0	0	0
NCAPD3	4911	4231	5388	7285
RP11-700F16.2	1	0	0	0
RP11-700F16.3	2	0	2	4
VPS26B	2535	2439	3326	3275
THYN1	1588	1770	2200	1693
ACAD8	1183	1101	1472	1479
GLB1L3	0	0	7	4
AP000859.4	0	0	0	0
GLB1L2	140	165	0	0
B3GAT1	1	1	0	0
RP11-627G23.1	0	0	0	0
AP004550.1	0	0	0	0
RP11-469N6.3	0	0	0	0
RP11-469N6.2	0	0	0	0
RP11-469N6.1	0	0	0	0
RP11-555G19.1	0	0	0	1
AP003062.1	0	0	0	0
AP005135.2	0	0	0	0
RP11-598F7.1	0	0	0	0
AC215219.1	0	0	0	0
ABC7-42389800N19.1	981	1022	971	897
DDX11L8	0	1	1	1
AC026369.1	0	0	0	0
FAM138D	0	0	0	0
IQSEC3	5	3	3	5
RP11-598F7.3	0	0	0	0
RP11-598F7.4	1	6	0	0
RP11-598F7.5	3	4	0	0
RP11-598F7.6	4	4	3	5
SLC6A12	1	0	0	1
RP11-283I3.1	0	0	0	0
RP11-283I3.2	0	0	0	0
SLC6A13	0	0	6	1
RP11-283I3.4	0	0	0	0
RP11-283I3.6	148	115	164	226
KDM5A	3699	3212	3510	5366
CCDC77	1715	1706	1481	1482
B4GALNT3	77	71	11	13
NINJ2	1	0	3	4
RP5-1154L15.2	0	0	0	0
RNU7-103P	0	0	0	0
RP5-1154L15.1	0	0	0	0
RP11-218M22.1	184	171	203	156
RP11-218M22.2	0	0	0	0
WNK1	8483	6647	8360	14737
RNU4ATAC16P	1	0	0	2
RAD52	897	710	751	653
RP11-359B12.2	135	144	160	152
ERC1	5021	4527	6285	8937
RN7SL852P	0	0	2	0
RP5-951N9.1	3	0	1	6
RP5-951N9.2	1	0	0	2
LINC00942	8	7	18	28
WNT5B	93	90	236	415
FBXL14	718	496	457	408
MIR3649	0	0	0	0
ADIPOR2	7956	7568	8199	8470
RP11-288K12.1	2	1	2	5
RPS4XP14	3	3	4	5
CACNA2D4	8	6	9	10
LRTM2	0	0	0	1
RP5-1096D14.3	0	0	0	0
LINC00940	0	0	0	0
DCP1B	676	675	307	404
CACNA1C	0	0	0	0
RP5-1096D14.6	0	0	0	0
CACNA1C-IT1	0	0	0	0
CACNA1C-IT2	0	0	0	0
CACNA1C-AS4	0	0	0	0
CACNA1C-IT3	0	0	0	0
CACNA1C-AS3	0	0	0	0
AC007618.3	0	0	0	0
CACNA1C-AS2	0	0	0	0
CACNA1C-AS1	0	0	0	0
RP11-885B4.1	0	0	0	0
RP11-986G18.1	0	0	0	0
RP11-885B4.2	0	1	0	0
RP4-816N1.1	0	0	0	0
CBX3P4	5	3	6	2
FKBP4	31212	31528	17421	10047
RP4-816N1.6	19	31	17	5
RP4-816N1.7	1	0	0	0
ITFG2	1317	1229	1140	996
NRIP2	142	134	153	163
AC005841.1	32	5	11	11
FOXM1	11254	10251	10128	10418
RHNO1	2749	2858	2948	2678
TULP3	2019	1784	2158	2968
RNU7-166P	0	0	0	0
RNU6-1315P	0	0	0	0
TEAD4	3297	3218	2454	1492
RP11-253E3.3	787	650	560	434
RP11-253E3.1	0	0	0	0
TSPAN9	1747	1765	2274	2152
TSPAN9-IT1	0	0	0	1
RP11-543P15.1	95	123	125	133
RP5-1063M23.1	2	0	3	8
RP5-1063M23.2	18	9	26	16
RP11-476M19.2	0	0	1	0
PRMT8	0	0	0	0
RP11-476M19.3	0	0	0	0
RP11-476M19.1	0	0	0	0
EFCAB4B	3	2	0	0
AC005831.1	0	0	0	0
RNU6-174P	0	0	0	0
PARP11	437	387	504	804
HIN1L	2	1	0	2
RP11-664D1.1	4	1	1	3
RP11-320N7.2	1	0	0	0
HSPA8P5	2	6	2	1
RP11-320N7.1	14	13	7	7
RP11-264F23.3	17	13	16	14
RP11-264F23.4	6	1	4	2
CCND2	10290	10433	10757	4123
C12orf5	1677	1426	1656	1478
RP11-264F23.1	0	0	2	1
FGF23	1	0	0	0
FGF6	0	0	0	0
C12orf4	1949	1699	2111	2113
RAD51AP1	1901	1498	1902	2801
DYRK4	1147	1418	1102	800
RP11-234B24.5	0	0	0	0
RP11-500M8.7	0	0	0	0
AKAP3	47	47	54	37
RP11-500M8.6	1	0	0	1
RP11-500M8.4	8	8	8	5
NDUFA9	1500	1610	1299	947
RP11-234B24.6	0	0	0	0
RP11-234B24.2	0	1	2	5
GALNT8	0	0	1	0
RP11-234B24.4	0	0	0	0
KCNA6	0	2	1	1
RP3-377H17.2	0	0	0	1
KCNA1	0	0	0	0
RP11-429A20.3	0	0	0	0
RP11-429A20.4	0	1	0	1
RP11-429A20.2	0	0	0	0
KCNA5	0	0	0	0
RP11-319E16.1	0	0	0	0
RP11-1038A11.3	0	0	0	0
RP11-319E16.2	0	0	0	0
RP11-1038A11.2	0	0	0	0
RP11-1038A11.1	0	0	0	0
NTF3	0	0	0	14
ANO2	8	14	11	7
RP11-592H6.3	0	0	0	0
VWF	14	13	26	23
RN7SL69P	0	0	0	0
RP3-454B23.1	0	0	1	1
CD9	11593	10696	14250	16527
RP1-96H9.5	1	0	1	3
PLEKHG6	128	127	77	144
TNFRSF1A	6437	6217	7761	8409
RN7SL391P	0	0	0	1
SCNN1A	22372	20704	17518	16918
LTBR	12083	11809	10652	7976
RP1-102E24.8	373	314	309	216
RP1-102E24.1	11	1	6	4
RP1-102E24.9	1	0	0	0
CD27-AS1	374	387	561	498
CD27	5	4	5	11
TAPBPL	855	831	1013	826
VAMP1	356	340	395	677
RP1-102E24.6	1	0	1	0
MRPL51	9070	9980	8801	6896
NCAPD2	25663	23589	22010	24812
SCARNA10	5	1	7	14
RP5-940J5.3	13	9	18	18
GAPDH	268762	277903	260845	216823
RP5-940J5.9	0	0	0	0
IFFO1	30	33	52	80
RP5-940J5.8	0	0	0	0
NOP2	9242	9532	7034	4839
CHD4	20664	19509	19136	20406
RP5-940J5.6	29	14	27	44
LPAR5	162	152	911	709
ACRBP	15	10	13	10
ING4	625	679	699	667
RP4-761J14.8	13	10	18	29
ZNF384	2718	2191	2321	3224
PIANP	9	9	22	120
RNU6-781P	0	0	0	0
RP4-761J14.9	0	2	1	3
COPS7A	5627	5590	4840	3748
RP4-761J14.10	8	13	1	2
MLF2	14666	15573	12421	9962
PTMS	5619	5762	5305	5958
LAG3	50	50	49	77
RN7SL380P	0	0	0	0
CD4	1	5	5	6
GPR162	26	24	21	149
LEPREL2	62	58	369	719
GNB3	113	107	84	90
CDCA3	6797	7057	5514	5035
USP5	8933	9085	9085	8017
TPI1	78394	88646	80250	67442
SPSB2	534	543	508	372
RPL13P5	73	51	85	127
LRRC23	244	237	236	212
DSTNP2	128	137	182	230
ENO2	3649	3323	4837	6780
ATN1	10023	8045	7432	7379
C12orf57	945	1026	832	796
U47924.31	27	20	28	28
RNU7-1	0	0	0	0
PTPN6	1016	1152	971	860
EMG1	6646	7912	6162	3814
U47924.27	100	142	116	18
MIR200C	0	0	0	0
MIR141	1	0	0	0
U47924.29	8	3	2	2
PHB2	24635	26450	18275	12504
SCARNA12	0	0	0	0
LPCAT3	2682	2655	3061	3346
U47924.30	47	35	38	42
C1S	1103	1050	3976	5848
RP3-461F17.1	4	0	4	0
RP3-461F17.2	0	0	0	0
C1R	1572	1734	4177	4542
C1RL	1575	1384	2045	2878
C1RL-AS1	982	574	974	1742
RNU6-485P	0	1	3	4
RBP5	390	233	370	706
RP11-273B20.1	369	215	308	467
CLSTN3	4195	3306	4278	3731
RP11-273B20.3	0	0	0	0
PEX5	3071	2709	2053	1897
RP11-185H22.1	0	0	0	0
ACSM4	6	4	11	19
CD163L1	55	61	158	228
RP11-157G21.2	0	0	0	0
CD163	1	0	2	3
GAPDHP31	0	0	0	0
MKI67IPP3	0	0	0	0
RP11-444J21.2	0	0	0	0
APOBEC1	0	0	0	0
GDF3	0	0	0	0
DPPA3	0	0	0	0
CLEC4C	0	0	0	0
NANOGNB	0	0	0	0
NANOG	0	0	0	0
SLC2A14	1	7	7	11
RP11-277J24.1	0	0	0	0
RP11-815D16.1	0	0	0	0
NANOGP1	0	0	0	1
RP11-277E18.2	0	0	0	0
SLC2A3	1110	955	2026	3212
RP11-69M1.1	0	0	0	0
RP11-69M1.3	0	0	0	0
RP11-69M1.4	0	0	0	0
FOXJ2	2059	1777	2310	3076
C3AR1	41	43	105	117
NECAP1	2375	2061	2190	2059
CLEC4A	24	30	21	32
POU5F1P3	7	0	6	8
ZNF705A	1	1	1	0
GCSHP4	1	0	0	0
FAM66C	28	24	41	73
RP11-266K4.1	2	0	3	0
FAM90A1	0	0	1	4
ALG1L10P	8	8	6	1
AC092111.1	0	1	0	0
FAM86FP	81	74	78	59
RP11-266K4.9	8	8	8	12
ENPP7P5	0	0	1	3
LINC00937	7	12	2	2
RP11-113C12.4	0	0	1	1
RP11-90D4.3	0	0	0	0
AC092745.1	0	0	0	0
RPS3AP43	0	0	0	0
AC092865.1	0	0	0	0
RP11-113C12.8	0	0	0	0
OR7E140P	0	1	0	0
AC092865.2	0	0	0	0
OR7E148P	0	0	0	0
OR7E149P	0	0	0	0
CLEC6A	0	0	0	0
RP11-113C12.2	0	0	0	0
RNU6-275P	0	0	0	0
CLEC4D	0	0	0	0
RP11-561P12.2	0	0	0	0
CLEC4E	0	0	0	0
RP11-561P12.5	0	0	0	0
AICDA	0	0	1	0
RP11-438L7.3	1	1	1	1
MFAP5	44	57	102	146
RP11-20D14.3	0	0	0	0
RP11-20D14.4	0	0	0	0
RIMKLB	2543	2003	2668	3352
RPSAP51	0	0	2	0
A2ML1-AS1	0	0	0	0
RP11-20D14.6	1	0	3	2
A2ML1-AS2	0	0	0	0
A2ML1	492	356	898	613
PHC1	856	740	758	1030
M6PR	7011	6233	6614	7332
KLRG1	42	47	27	25
RP11-259O18.4	0	0	0	0
HNRNPA1P34	0	0	0	0
RP11-436I9.3	1	0	0	0
LINC00612	3	1	2	3
A2M-AS1	13	11	25	44
A2M	3	3	1	3
RP11-436I9.5	0	0	0	0
AC007436.1	0	0	0	0
RP11-436I9.6	0	0	0	0
PZP	0	1	0	0
RP11-118B22.1	0	0	0	0
RNU7-189P	0	0	0	0
A2MP1	0	1	0	0
PTMAP4	73	88	60	58
LINC00987	6	4	4	5
RP11-118B22.4	0	0	0	0
RP11-22B23.1	1695	1464	1093	1025
RP11-22B23.2	25	17	8	9
RP13-735L24.1	45	20	34	26
RP11-599J14.2	173	139	94	137
DDX12P	2167	1835	1377	1710
RP11-726G1.1	222	186	152	233
RP11-525E9.1	0	2	2	1
AC006432.1	0	0	0	0
KLRB1	15	14	6	13
RNU6-700P	0	0	0	0
RP11-705C15.2	207	163	172	176
GOT2P3	2	2	1	3
RP11-705C15.5	0	0	0	0
RP11-705C15.4	6	7	2	5
RP11-705C15.3	74	60	82	72
CLEC2D	141	104	138	134
RP11-75L1.2	75	65	46	51
RP11-75L1.1	0	0	0	0
CLECL1	0	0	0	1
CD69	1	1	0	1
RP11-75L1.6	0	0	0	0
KLRF1	0	0	0	0
CLEC2B	28	22	20	13
RP11-290C10.1	0	0	0	0
KLRF2	0	0	0	0
CLEC2A	0	0	0	0
AC091814.2	0	0	0	0
AC091814.3	0	1	0	0
CLEC12A	7	10	4	0
CLEC1B	1	0	0	0
CLEC12B	1	0	2	2
RP11-133L14.5	0	0	0	0
CLEC9A	0	0	0	0
RP11-133L14.2	0	0	0	0
CLEC1A	2	3	3	2
RN7SKP161	0	0	0	0
HNRNPABP1	0	1	0	0
CLEC7A	18	12	13	13
OLR1	298	240	99	62
TMEM52B	29	26	5	6
GABARAPL1	1502	1435	1664	2047
RP11-656E20.5	0	0	0	0
KLRD1	0	0	0	0
RP11-277P12.10	0	0	0	0
RP11-277P12.9	1	0	3	0
RP11-277P12.20	192	185	187	102
KLRC4-KLRK1	1	3	4	1
KLRK1	9	9	3	0
KLRC4	0	0	0	1
NKG2-E	0	1	1	3
KLRC3	4	4	8	3
KLRC2	8	18	20	23
KLRC1	20	10	27	13
EIF2S3L	301	210	303	427
SLC25A39P2	0	0	0	0
RP11-291B21.2	0	0	0	0
KLRAP1	104	74	94	101
MAGOHB	2127	2205	1757	1510
STYK1	555	426	836	626
YBX3	22704	21673	17898	18151
RP13-81N3.2	0	0	0	0
RP13-81N3.1	0	0	0	0
TAS2R7	0	0	0	0
TAS2R8	0	0	0	0
TAS2R9	0	0	0	0
PRR4	153	137	132	159
TAS2R10	3	3	6	0
RP11-144O23.8	1	1	2	1
PRH1	0	0	0	0
TAS2R12	2	0	0	7
TAS2R13	1	0	1	4
PRH2	5	3	4	4
TAS2R14	61	43	88	64
TAS2R15	21	12	26	17
TAS2R50	2	3	0	7
TAS2R20	62	28	57	68
TAS2R19	17	15	16	28
TAS2R31	12	12	20	26
AC018630.1	0	0	0	2
TAS2R63P	1	0	0	0
TAS2R46	6	2	1	6
TAS2R64P	0	0	0	2
TAS2R43	0	0	0	0
RP11-673D15.7	0	0	0	0
TAS2R30	1	0	2	1
TAS2R18	8	13	4	12
RNU6-676P	0	0	1	0
RP11-785H5.2	103	26	32	27
RP11-785H5.1	54	5	5	6
TAS2R67P	1	1	1	12
TAS2R42	0	1	0	1
RP11-144O23.20	1	0	1	2
RP11-711K1.8	0	0	0	1
PRB3	6	0	11	19
PRB4	0	0	0	2
PRB1	0	0	0	2
PRB2	0	0	2	7
RP11-711K1.7	0	0	0	3
HIGD1AP8	1	1	1	0
RP11-434C1.3	2	0	3	4
RP11-434C1.2	0	0	0	0
AC007450.1	0	0	0	0
RNU7-60P	0	0	0	0
RP11-434C1.1	10	4	19	29
ETV6	2621	2725	2898	2802
BCL2L14	3	10	6	11
RP11-267J23.4	31	34	19	25
LRP6	2383	1893	2044	3414
RP11-267J23.1	0	0	0	1
RNU6-545P	0	0	0	0
RP11-757G14.3	2	1	0	1
RNU6-1295P	0	0	0	0
MANSC1	603	534	700	583
RP11-757G14.1	3	0	1	1
LOH12CR2	36	21	32	19
LOH12CR1	477	424	437	309
RP11-253I19.4	0	1	0	1
DUSP16	932	749	942	1170
RP11-253I19.3	1	0	1	4
RP11-158N24.1	0	0	0	0
CREBL2	1164	1072	1487	1916
RP11-180M15.5	0	0	0	0
GPR19	53	47	33	42
RP11-180M15.3	0	2	1	1
CDKN1B	1703	1352	1443	1692
RP11-180M15.4	0	1	0	0
APOLD1	288	251	229	405
MIR613	2	2	1	0
RP11-59H1.4	0	2	0	1
DDX47	238	154	146	346
RP11-59H1.1	0	1	0	0
RP11-392P7.1	3	4	4	1
RPL13AP20	48	68	46	30
GPRC5A	12993	13394	5755	5200
MIR614	0	0	0	0
RP11-392P7.6	419	419	440	412
GPRC5D	78	64	73	84
RP11-392P7.7	1	0	0	1
SNORD88	5	1	2	2
HEBP1	3091	3194	3053	2470
HTR7P1	62	58	65	126
RP11-377D9.3	3	8	6	6
RP11-377D9.1	0	1	0	2
KIAA1467	1076	1025	921	1152
GSG1	17	11	4	16
EMP1	25677	22858	16694	25104
C12orf36	5	1	1	0
RNA5SP353	0	0	0	0
RNU6-590P	0	0	0	0
RP11-4N23.1	0	1	0	0
GRIN2B	1	1	0	0
AC007535.1	0	0	0	0
RN7SKP162	0	0	0	0
RP11-72J9.1	0	0	0	0
RP11-298E10.1	0	0	0	0
RN7SL46P	0	0	0	0
RP11-134N1.2	1	0	1	1
MRPS18CP4	0	0	0	0
RNU6-491P	0	0	0	0
GNAI2P1	0	0	0	0
RN7SL676P	0	0	0	0
RPL30P11	2	2	5	0
ATF7IP	2753	2327	2614	4234
PLBD1	31	27	122	104
RP11-502N13.2	0	0	0	0
RN7SKP134	0	0	0	0
RP11-695J4.2	0	0	0	2
GUCY2C	0	1	1	2
RP11-174G6.1	0	0	3	1
RP11-174G6.5	43	29	62	74
HIST4H4	41	26	24	23
H2AFJ	2062	2261	1634	1217
WBP11	10415	8988	8731	8788
C12orf60	286	263	271	152
SMCO3	9	11	10	7
ART4	2	0	3	0
RP11-233G1.4	1	1	3	1
MGP	11	7	9	3
ERP27	137	161	143	78
ARHGDIB	7558	9009	9689	5788
PDE6H	0	0	0	0
RP11-508P1.2	0	0	0	0
RERG	0	0	0	0
RERG-IT1	0	0	0	0
RERG-AS1	0	0	0	0
RP11-365O10.1	0	1	1	0
PTPRO	1	0	3	15
RP11-6K23.1	0	0	0	0
EPS8	2934	2347	1833	4283
RNU6-251P	0	0	0	0
RP11-6B19.1	5	1	0	2
RP11-6B19.3	0	0	0	0
RP11-6B19.2	1	0	0	0
STRAP	17093	15387	15682	14802
DERA	3743	3551	4134	3988
RP11-674J14.3	1	1	1	3
SLC15A5	0	0	0	0
MGST1	17053	17363	17299	15386
RP11-473N11.2	204	172	153	165
AC007528.1	0	0	0	0
RP11-424M22.1	2	2	4	3
LMO3	12	20	16	31
RP11-424M22.3	3	5	8	9
RP11-69C13.1	0	0	1	0
RP11-239A17.1	0	0	0	1
RP11-1018J11.1	0	0	0	0
EEF1A1P16	0	0	0	0
RNU6-837P	0	0	0	0
RPL7P40	0	0	0	0
PSMC1P8	0	0	0	0
RP11-871F6.2	0	0	0	0
RP11-871F6.3	0	0	0	0
RP11-606D9.1	0	0	0	0
RERGL	8	7	13	23
PIK3C2G	240	201	282	446
RP11-459D22.2	2	2	1	6
RP11-459D22.1	20	12	36	37
RP11-127B1.1	0	0	0	0
PLCZ1	13	21	33	41
PSMC1P9	3	1	1	2
RP11-361I14.2	0	0	3	4
CAPZA3	1	1	1	4
RP11-282K24.1	2	1	3	2
RP11-282K24.2	0	0	0	0
PLEKHA5	3309	2403	3251	5541
RP11-282K24.3	10	17	10	31
RN7SL459P	0	0	0	3
RN7SL67P	2	2	9	8
AEBP2	1611	1129	1375	2188
RP11-841C19.3	1	0	0	1
RP11-841C19.4	0	0	0	0
RNU6-254P	0	0	0	0
EEF1A1P4	0	1	2	4
RP11-841C19.1	0	0	0	0
RNU1-146P	0	0	0	0
RP11-405A12.2	0	0	0	0
RP11-405A12.1	0	0	0	1
AC087237.1	0	0	0	0
RP11-664H17.1	0	0	0	0
CTC-465D4.1	0	0	0	0
RP11-284H19.1	0	0	0	0
PDE3A	0	0	0	1
UBE2L2	0	0	0	0
RP11-424C20.2	628	492	497	656
SLCO1C1	0	0	0	0
SLCO1B3	0	0	0	0
LST3	0	0	0	0
SLCO1B7	0	0	0	0
RP11-80N2.2	0	0	0	0
RP11-125O5.2	0	0	0	0
SLCO1B1	0	0	0	0
SLCO1A2	0	0	0	1
IAPP	0	0	0	0
PYROXD1	765	586	671	800
TCEB1P31	0	2	0	1
RECQL	3805	2747	4952	7699
GOLT1B	2292	1720	2817	3558
C12orf39	2	2	3	12
GYS2	1	0	1	1
LDHB	74329	75124	57501	39786
RP11-59N23.3	0	0	0	0
RP11-59N23.1	0	0	0	0
KCNJ8	0	0	0	5
ABCC9	5	3	45	116
RP11-729I10.2	0	0	2	1
RP11-547L9.1	0	0	0	0
CMAS	3654	2979	3872	3384
ST8SIA1	9	12	14	17
RNU1-149P	0	0	0	0
RP11-73M14.1	0	0	0	0
C2CD5	2318	1690	2205	2844
RP11-359J14.2	10	9	9	50
RP11-359J14.3	0	0	0	0
RP11-268P4.2	0	0	0	0
RP11-268P4.5	0	0	0	0
RP11-268P4.4	2	2	3	2
ETNK1	1382	906	1326	1577
RP11-114G22.1	1	0	0	0
RPS27P22	0	0	0	0
RP11-449P1.1	0	0	0	0
RP11-153K16.1	0	0	1	0
RP11-686N4.1	0	0	0	0
RP11-153K16.2	0	0	0	0
SOX5	1	0	0	22
RP11-437F6.1	0	0	0	0
MIR920	0	0	0	0
RP11-444D3.1	0	0	0	2
RP11-778H2.1	0	0	0	0
LINC00477	0	0	0	0
KNOP1P1	0	0	0	0
RP11-615I16.1	0	0	0	0
RP11-625L16.1	0	0	0	0
RN7SL38P	0	0	0	0
BCAT1	5751	4481	6718	6867
RP11-625L16.3	3	0	1	7
AC026310.1	0	1	2	11
RP11-662I13.2	0	0	0	1
RP11-662I13.1	0	0	0	0
C12orf77	0	0	0	0
RP11-713N11.5	0	0	0	0
LRMP	9	4	3	5
RP11-713N11.3	0	0	0	0
RP11-713N11.4	0	0	0	0
CASC1	11	8	19	16
LYRM5	356	286	385	352
KRAS	3468	2817	3646	4778
AC087239.1	0	0	0	6
RNU4-67P	0	0	0	0
RP11-318G8.1	0	0	0	0
IFLTD1	1	1	0	16
RP11-318G8.2	0	0	0	0
TUBB4BP1	0	0	0	0
RP11-685B13.2	0	0	0	0
RN7SKP262	0	0	0	0
RP11-443N24.2	0	0	0	0
RP11-443N24.1	3	4	3	1
RP11-443N24.3	0	0	0	0
RP11-443N24.4	0	0	0	0
RASSF8-AS1	220	193	251	435
RASSF8	1048	802	1211	2365
BHLHE41	1012	830	525	581
SSPN	25	25	47	80
RP11-283G6.3	27	30	20	45
RP11-283G6.4	10	7	8	4
RP11-283G6.5	0	1	1	0
RP11-612B6.1	0	0	0	1
RP11-513G19.1	2	3	10	23
RP11-612B6.2	49	40	63	71
ITPR2	1721	1357	2354	3716
RNA5SP354	0	0	1	0
RP11-666F17.1	3	3	5	4
RP11-666F17.2	0	2	0	0
ASUN	5901	5098	4657	4133
FGFR1OP2	1785	1675	2605	3530
RP11-421F16.3	663	670	677	522
TM7SF3	5314	4457	4432	4593
AC024896.1	0	1	3	1
MED21	2428	1938	2718	2794
C12orf71	28	14	37	50
RP11-582E3.5	0	0	0	0
RP11-582E3.2	0	0	1	2
RP11-582E3.4	11	6	13	18
STK38L	1754	1404	1865	2906
ARNTL2	6240	4646	9586	11012
RP11-165P7.1	4	3	10	21
SMCO2	120	107	195	93
RP13-200J3.2	4	1	4	7
PPFIBP1	5884	4814	7718	11104
RP11-709A23.1	4	4	3	8
RP11-709A23.2	9	10	9	24
RP11-1060J15.3	1	1	0	2
RP11-1060J15.4	16	14	20	19
REP15	14	22	19	5
RP11-1060J15.5	3	0	1	3
RP11-1060J15.7	0	0	0	0
MRPS35	5018	4929	4771	3958
MANSC4	4	1	4	3
RP11-860B13.1	0	0	0	0
KLHL42	2231	1870	2444	2833
RP11-860B13.3	0	0	0	0
RN7SKP15	0	0	0	0
RP11-993B23.1	0	0	0	0
PTHLH	1332	1125	2477	3722
RP11-993B23.3	12	10	13	52
CCDC91	1420	1055	1536	1637
RP11-967K21.1	12	11	23	38
RP11-967K21.2	0	0	0	0
RNU4-54P	0	0	0	0
RNA5SP355	0	0	0	0
RP11-874G11.1	0	0	2	2
RP11-977P2.1	0	0	0	0
AC012150.1	0	0	0	0
RP11-946L16.1	3	3	6	3
FAR2	1000	879	1027	1227
RP11-996F15.2	17	16	22	28
ERGIC2	3453	2928	3833	4547
OVCH1-AS1	0	0	0	0
OVCH1	0	0	0	6
TMTC1	214	158	112	2239
RP11-310I24.1	0	0	0	5
RP11-1110J8.1	1	0	0	4
RP11-776A13.1	0	0	0	0
RP11-776A13.3	0	0	0	0
RNA5SP356	0	0	0	0
RP11-155I9.1	0	0	0	0
RP11-776A13.2	0	0	0	0
IPO8	5382	4347	5353	6563
CAPRIN2	3742	2968	4450	6076
RP11-77I22.2	4	0	4	2
LINC00941	710	652	881	881
RP11-77I22.4	0	0	0	0
TSPAN11	14	5	9	37
RP11-551L14.4	6	4	4	19
RP11-551L14.6	0	0	0	1
DDX11-AS1	156	177	116	99
DDX11	7377	7023	5752	5078
RP11-551L14.7	3	5	3	7
RP11-551L14.1	319	276	100	78
RP11-627K11.5	0	0	0	0
RP11-627K11.1	22	21	15	23
RP11-627K11.4	4	1	5	12
FAM60A	7152	5516	4787	5541
RP11-627K11.3	2	1	2	4
AC024940.1	4	4	3	4
RP11-771K4.1	0	0	0	0
RNU6-318P	0	0	0	0
DENND5B	399	356	272	913
RNU6-618P	0	0	0	0
RP11-820K3.3	1	0	0	1
RP11-820K3.4	1	0	0	0
RP11-820K3.2	0	0	0	0
DENND5B-AS1	1	3	3	4
RNU5F-4P	0	0	1	0
RPL31P50	0	0	0	0
AK4P3	1	2	1	1
METTL20	81	77	98	102
AMN1	276	252	266	298
AC023157.1	0	0	0	0
RP11-467L13.4	3	9	8	10
RP11-467L13.5	2	3	3	3
H3F3C	6	5	8	11
RNU6-1069P	0	0	0	0
RP11-428G5.4	0	0	0	0
RP11-428G5.5	0	0	0	0
RP11-428G5.6	0	0	0	0
RP11-428G5.1	0	0	0	0
AC023050.1	0	0	0	1
RP11-428G5.2	1	0	0	1
RP11-428G5.7	0	0	1	0
KIAA1551	1302	1020	1435	1976
RP11-50I19.1	2	0	0	1
RP11-843B15.1	0	0	0	0
RP11-843B15.3	0	0	0	0
RP11-843B15.2	0	0	0	0
BICD1	1116	862	988	1171
RP11-956A19.1	0	0	3	1
FGD4	979	775	1354	2286
RNU6-494P	0	0	0	0
DNM1L	8534	7231	10013	10902
RP11-278C7.2	0	1	0	0
RP11-278C7.1	101	74	61	91
YARS2	3146	3175	3245	2321
PKP2	5205	4145	4161	4440
RP11-8P13.1	0	0	0	0
RP11-267D19.2	0	0	0	0
RP11-267D19.1	0	0	0	0
AC026357.1	0	0	0	0
SYT10	0	0	0	0
RP11-438D14.2	0	0	0	0
AC023158.1	0	0	0	0
RP11-56H16.1	0	0	0	0
RNU6-400P	0	0	0	0
RP13-359K18.1	0	0	0	0
RNU6-472P	0	0	0	0
RP11-847H18.2	0	0	0	0
ALG10	212	164	243	334
AC046130.1	0	0	0	0
RP11-847H18.3	11	10	2	11
RP11-313F23.3	0	0	0	0
RP11-313F23.2	0	0	0	0
TUBB8P4	0	0	0	0
RP11-313F23.4	0	2	0	0
RP11-313F23.5	1	5	3	1
RP13-7D7.1	0	0	0	0
RP11-125N22.4	0	0	0	0
RP11-125N22.3	0	0	0	0
RP11-125N22.1	0	0	0	0
RP11-125N22.2	0	0	0	0
RP11-297L6.2	0	0	0	0
RP11-297L6.1	0	0	0	0
RNA5SP358	0	0	0	0
RNA5SP359	0	0	0	0
TUBB8P5	0	0	0	0
RP11-266O15.4	0	0	0	0
RP11-266O15.3	0	0	0	0
ALG10B	358	209	325	495
AC117372.1	0	0	0	0
AC087897.1	0	0	0	0
RP11-804F13.2	0	0	0	0
RP11-804F13.1	0	0	0	0
CPNE8	644	506	878	990
RP11-396F22.1	35	56	67	39
AC067735.1	0	0	0	0
RP11-554L12.3	0	0	0	0
RP11-554L12.2	0	0	0	0
RP11-554L12.1	0	0	0	0
RP11-421H10.2	0	0	0	0
KIF21A	2590	1818	2770	3550
AC121334.1	0	0	0	0
RP11-242C24.2	0	0	0	0
RP11-242C24.3	0	0	0	0
