gene_name	LSK_F_WT_1	LSK_F_WT_2	LSK_F_KO_1	LSK_F_KO_2
Cfhr1	0	0	0	0
Gm4788	0	1	0	0
Cfhr2	0	0	0	0
Cfh	4	6	25	0
Kcnt2	0	0	0	0
4930590L20Rik	0	0	0	0
Cdc73	2914	2813	3099	2903
B3galt2	26	2	0	9
Glrx2	1832	1647	1879	1611
Trove2	1075	1551	1092	1232
Uchl5	8878	5801	8358	7811
Rgs2	4214	4572	2885	3778
Rgs13	0	0	0	0
Rgs1	5747	13368	3047	4839
Rgs21	0	0	0	0
Rgs18	13418	18838	10885	13197
Brinp3	1	0	0	0
Pla2g4a	7177	8803	7658	7705
Mir7652	0	0	0	0
Ptgs2os	0	0	0	0
Ptgs2	3	0	11	18
Ptgs2os2	0	0	0	0
Pdc	0	0	0	0
2310030A07Rik	0	0	0	0
BC003331	3073	4059	2956	3182
Tpr	10304	9495	9924	9772
Prg4	0	7	6	7
Hmcn1	12	25	0	10
C730036E19Rik	0	2	0	0
Ivns1abp	40161	38084	46417	38933
Swt1	2268	3056	2001	2233
Trmt1l	4704	4932	4167	4742
Mir7682	4	0	0	2
Rnf2	6507	8299	7069	6901
Fam129a	944	1718	1255	1186
Edem3	1287	1424	2062	1675
1700025G04Rik	2815	2649	3182	2992
Tsen15	963	1170	959	985
Colgalt2	0	0	0	0
Rgl1	2628	2744	2897	2358
Apobec4	0	0	0	0
Arpc5	19404	22496	19447	19239
Ncf2	2493	2643	2443	2825
Smg7	4813	4539	6244	4329
Nmnat2	11	7	0	0
Lamc2	0	9	0	13
Lamc1	952	916	1025	888
E330020D12Rik	19	22	4	3
Shcbp1l	61	69	33	50
Dhx9	1401	1772	2228	1671
Npl	3399	3453	3544	3199
Rgs8	88	32	268	29
C230024C17Rik	7	7	3	1
Rgs16	16	42	26	25
Rnasel	1874	3694	2290	2546
Rgsl1	6	25	23	9
Teddm2	2	3	0	0
Teddm1b	0	0	0	0
Teddm1a	4	0	3	0
Mir8114	0	0	0	0
Glul	2792	3570	2441	2308
Zfp648	2	4	0	0
4930452N14Rik	0	0	0	0
4930532M18Rik	0	0	0	0
Cacna1e	3	26	5	8
Ier5	1397	1662	1414	1486
Mr1	1591	2665	1343	1600
Stx6	6451	7353	5701	5795
Xpr1	1360	1998	2038	1798
Gm5532	35	129	43	69
Acbd6	3912	3520	3955	3840
Lhx4	0	0	0	0
Qsox1	4724	4355	5907	4698
Cep350	1701	1796	1489	1379
Tor1aip1	3753	4103	4235	4085
Tor1aip2	5618	6094	6323	5553
Fam163a	0	0	4	0
Tdrd5	0	5	0	0
Nphs2	19	11	4	0
Soat1	1472	1421	1630	1893
Abl2	524	194	357	335
Tor3a	4925	5734	6393	5898
Fam20b	3111	3748	3720	3797
Ralgps2	2796	3013	3660	3296
Angptl1	6	27	21	8
Tex35	14	24	0	3
Rasal2	238	205	90	237
2810025M15Rik	882	1086	699	865
BC026585	3336	4011	2709	2921
Sec16b	689	851	359	432
Brinp2	0	0	0	0
Astn1	0	0	0	0
Mir488	0	0	0	0
Pappa2	0	0	0	0
Rfwd2	689	911	846	897
Scarna3a	0	0	0	0
Mir1843b	0	0	0	0
Tnr	0	0	0	0
4930523C07Rik	991	1188	967	1165
4930562F07Rik	0	3	3	6
Tnn	0	0	0	6
Mrps14	3108	3861	3560	3317
Cacybp	11446	10747	11772	10179
Rabgap1l	3428	4523	3639	3766
Mir1927	0	0	0	0
Gpr52	4	4	0	1
Rc3h1	1424	1252	1056	947
Serpinc1	4	11	2	23
Zbtb37	258	327	269	143
Gas5	9155	5388	6530	4665
Snord47	138	103	128	38
Dars2	4717	5460	5623	5385
Cenpl	2028	2069	2645	2108
Klhl20	1384	1744	1701	1510
Ankrd45	0	0	0	0
4930469G21Rik	0	0	0	0
Prdx6	32377	29521	29885	26102
Tnfsf4	70	258	134	135
Tnfsf18	6	0	0	2
Fasl	4	11	26	5
Suco	1986	3042	2539	2470
4930558K02Rik	20	3	8	2
Pigc	1980	3703	1905	2153
Dnm3	0	27	0	0
2810442N19Rik	0	1	0	0
Dnm3os	0	0	0	0
Mir199a-2	0	0	0	0
Mir214	0	0	0	0
Mettl13	4864	3755	4812	3915
Vamp4	1406	1738	1205	1149
Myoc	0	0	0	0
7420461P10Rik	0	0	0	0
Prrc2c	2271	2336	2434	1831
Fmo4	0	0	0	0
Fmo1	0	3	0	0
Fmo2	0	5	0	0
Fmo6	0	0	0	0
Fmo3	0	0	0	0
Mroh9	0	0	0	0
Prrx1	0	1	6	0
Gorab	1736	2453	1830	1769
Mettl11b	0	0	0	0
Kifap3	1768	1923	1936	1774
Scyl3	3474	3531	3996	3328
BC055324	2097	1883	2011	2430
Mettl18	1296	1585	954	1279
Sele	10	0	0	7
Sell	11209	11599	22915	20547
Selp	1941	2239	4875	3115
Gm16548	22	4	36	27
F5	199	99	636	158
Slc19a2	1317	1011	1261	1038
Ccdc181	2698	3727	2275	2990
Blzf1	2579	2417	2487	1976
Nme7	873	1155	1314	1094
Atp1b1	555	447	459	429
Dpt	0	0	2	0
Gm20743	0	0	0	0
Xcl1	0	1	0	2
4930568G15Rik	0	0	0	0
Tbx19	27	10	14	24
Sft2d2	8312	12609	11528	11674
Tiprl	5610	6930	4968	5726
Gpr161	69	124	51	73
Dcaf6	446	682	476	371
Mpc2	2302	2896	2431	2362
Adcy10	0	0	7	0
Mpzl1	1941	2646	1519	1680
Rcsd1	16589	16920	16323	15512
Creg1	17553	23300	17538	17591
Cd247	148	395	307	221
Pou2f1	2088	1810	1537	1772
Dusp27	0	0	0	0
Gpa33	0	5	0	10
Mael	0	0	0	0
Ildr2	0	9	0	20
Tada1	5492	6083	5951	5444
Pogk	1278	1614	1775	1523
Gm4846	0	0	0	0
Gm4847	0	0	0	0
Fmo9	0	0	0	0
Gm16701	0	1	0	5
Fam78b	8	18	17	18
Uck2	5107	4011	6537	4783
Mir6347	0	0	0	0
Tmco1	8328	9899	9129	8912
Aldh9a1	10881	10031	11333	9931
Mgst3	662	1081	499	745
Lrrc52	5	0	5	0
Rxrg	11	1	26	22
Lmx1a	0	0	0	0
Pbx1	1454	2095	2200	1876
Mir6348	0	0	0	0
Nuf2	3586	3298	4031	4141
Rgs5	0	0	0	0
Rgs4	0	0	0	0
1700084C01Rik	11	3	0	4
Hsd17b7	913	1299	1497	684
3110045C21Rik	44	14	23	23
Ddr2	4	15	0	0
Uap1	5246	4726	4893	5020
Uhmk1	427	471	586	456
Sh2d1b2	0	0	0	0
Sh2d1b1	5	15	15	19
Gm7694	2055	1449	1988	1975
1700015E13Rik	10	0	2	9
Nos1ap	1200	1064	1129	1205
Olfml2b	1	0	17	17
Atf6	2253	2638	2955	2422
Dusp12	1774	2547	1950	1820
Fcrlb	0	0	0	0
Fcrla	5	16	15	6
Fcgr2b	865	1862	1785	1304
Fcgr4	2	28	25	2
Fcgr3	253	234	395	244
Mir6546	0	0	0	0
Cfap126	46	105	62	51
Sdhc	10544	9877	10565	9665
Mpz	7	2	0	12
Pcp4l1	6271	7117	4411	6384
Nr1i3	22	19	6	8
Tomm40l	2857	3144	2872	2996
Apoa2	0	0	0	16
Fcer1g	606	1003	900	934
Ndufs2	10498	11070	11805	10997
Adamts4	4	36	4	0
B4galt3	3504	3735	3163	3026
Ppox	3928	4512	2545	3064
Usp21	6693	8068	7301	6876
Ufc1	2703	2599	2650	2552
Dedd	2685	3499	2642	3300
Nit1	1676	2700	1530	2047
Pfdn2	1915	1618	1801	1538
Klhdc9	730	1081	803	962
Pvrl4	976	1433	946	1030
Arhgap30	15526	18133	20584	16043
Usf1	3128	4111	3380	3446
Tstd1	49	178	97	126
F11r	3639	5635	3136	3545
Alyref2	774	1158	882	953
Itln1	92	128	113	21
Cd244	1792	1979	1776	2183
Ly9	3777	3515	3230	4002
Slamf7	39	29	71	18
Mir7683	0	0	0	0
Cd48	9891	12774	19089	11917
Slamf1	445	905	1459	892
Cd84	3545	5211	3589	4308
Slamf6	56	39	77	79
Vangl2	777	586	639	721
Nhlh1	0	0	0	0
Ncstn	11108	11020	11527	11007
Copa	23355	20376	26376	26719
Pex19	5539	5837	4493	5645
Dcaf8	19251	22831	19358	21353
Pea15a	2123	2940	2167	2052
Casq1	0	0	0	0
Atp1a4	0	0	3	0
Atp1a2	0	17	30	9
Igsf8	5256	5078	6995	5351
Kcnj9	0	6	8	0
Kcnj10	27	56	12	11
Pigm	1092	1550	1202	1178
Slamf9	19	19	11	0
Igsf9	349	602	497	396
Tagln2	41211	40207	51981	40483
Cfap45	51	56	55	31
4933439K11Rik	17	43	15	15
Vsig8	20	53	23	44
Slamf8	66	74	69	88
Fcrl6	0	0	8	0
Dusp23	958	744	611	876
Crp	0	3	11	0
Apcs	0	0	0	0
Olfr16	0	0	0	0
Olfr1408	0	0	0	0
Olfr1406	0	0	0	0
Olfr218	0	0	0	0
Olfr1404	0	0	0	0
Fcer1a	95	189	431	300
Olfr418	0	0	0	0
Mptx2	0	0	0	0
Ackr1	44	97	79	89
Cadm3	0	6	13	5
Aim2	1688	2333	1732	2226
BC094916	40	204	97	117
Pydc4	8	1	0	28
Pyhin1	219	222	473	599
Pydc3	9	11	12	58
AI607873	41	44	46	27
Ifi204	506	1301	1209	813
Mndal	4358	7186	5896	6591
Mnda	46	131	141	68
Ifi203	4344	8116	6156	7383
Ifi202b	8	69	139	36
Ifi205	0	6	21	0
Olfr433	6	15	54	5
Olfr432	0	0	0	0
Olfr430	0	0	0	0
Olfr429	0	0	0	0
Olfr426	0	0	0	0
Olfr427	0	0	0	0
Olfr231	0	0	0	0
Olfr424	0	0	0	0
Olfr421-ps1	0	0	0	0
Olfr420	0	0	0	0
Spta1	84	280	117	85
Olfr419	0	0	0	0
Mptx1	0	0	0	0
Olfr417	0	11	10	8
Olfr248	4	11	23	17
Olfr414	17	7	9	16
Olfr220	0	0	0	0
Fmn2	53	34	75	25
Grem2	0	0	0	0
Rgs7	0	0	0	0
Fh1	6839	7934	9621	7446
Kmo	287	493	791	491
Opn3	77	54	156	62
Chml	173	164	228	264
Wdr64	0	0	0	0
Exo1	3917	2662	4504	3833
Becn2	0	0	0	9
Pld5	0	0	0	0
Cep170	1519	1707	1947	1533
Mir350	0	0	0	0
Sdccag8	1900	1915	1553	2068
Hmga2-ps1	477	872	906	590
Akt3	599	1054	942	835
Zbtb18	1291	1403	1508	1202
2310043L19Rik	0	0	0	0
1700016C15Rik	0	0	0	6
Adss	8905	9921	10316	8585
Gm16432	5	0	0	6
Desi2	2472	2684	2863	2420
Cox20	872	1338	870	893
Hnrnpu	95798	69036	111921	94882
Efcab2	396	556	376	401
Kif26b	1	1	14	0
Smyd3	4567	4541	4114	4221
Tfb2m	350	436	368	388
Cnst	1355	1655	2122	1636
Sccpdh	1855	2417	2023	1866
Ahctf1	2619	2915	3771	2913
Cdc42bpa	688	844	524	641
Adck3	9133	12576	7191	10170
Psen2	1977	2487	1997	2188
Gm5069	90	99	59	80
Itpkb	1044	1347	1742	1158
6330403A02Rik	5	7	0	3
Parp1	28038	21178	31976	28703
Mir6904	7	0	6	5
Lin9	1943	2174	2609	2162
Mixl1	0	0	0	0
Acbd3	3578	3449	3989	3279
H3f3a	2247	2905	2261	2162
Sde2	5617	5722	6130	5976
Lefty2	0	0	0	0
Pycr2	9543	9702	8971	9269
Lefty1	80	191	118	50
Tmem63a	3222	4294	3482	2991
Ephx1	294	400	202	210
9130409I23Rik	0	0	0	0
Nvl	4647	3568	4916	4041
Cnih4	1819	2157	1824	1925
Wdr26	4489	4774	5059	4708
Cnih3	0	7	9	0
Ccdc121	0	0	0	0
Lbr	28475	31601	39620	33125
Enah	11	31	53	19
Srp9	3236	3277	2611	2537
Vmn1r1	0	0	0	0
Degs1	3182	3535	3155	2779
1700047M11Rik	0	0	0	0
Fbxo28	2379	2691	2336	2306
Trp53bp2	2423	2531	2530	2163
Capn2	4963	5346	4953	4140
Capn8	0	0	0	0
Ccdc185	0	0	0	0
Susd4	122	108	64	81
Tlr5	4	13	10	15
Disp1	1397	1653	1707	1588
Brox	1383	2156	1838	1662
Aida	909	1061	971	870
Mia3	3616	4074	3877	3393
Taf1a	1458	2126	1443	1636
Hhipl2	0	0	0	0
1700056E22Rik	49	80	52	41
Dusp10	475	430	333	316
1700112H15Rik	0	0	0	0
4930488B22Rik	0	0	0	0
Hlx	1252	1733	1369	1707
Marc1	1	6	0	0
Marc2	7790	8182	8903	7199
Mir1981	2	0	0	0
C130074G19Rik	0	0	0	0
Mark1	4	3	8	8
Rab3gap2	8166	8090	9045	7963
Snora36b	0	0	0	0
Mir664	0	0	0	0
Iars2	5961	5353	6562	5380
Mir194-1	0	0	0	3
Mir215	7	0	0	1
Bpnt1	720	666	669	887
Eprs	20441	13803	22680	18997
9630028B13Rik	0	0	0	0
Gm2061	4	0	0	0
Slc30a10	16	51	32	4
5033404E19Rik	0	0	0	0
Mir297c	0	0	0	0
Lyplal1	560	1172	652	683
A730004F24Rik	0	0	0	0
Tgfb2	23	37	0	5
Rrp15	4069	3267	4130	3307
D1Pas1	16	18	27	22
Spata17	4	0	0	12
1700007P06Rik	0	0	0	0
Gpatch2	1383	1335	1949	1648
Esrrg	5	30	39	18
9330162B11Rik	0	0	0	0
Ush2a	0	0	0	0
Kctd3	1515	1469	1780	1531
Kcnk2	0	0	0	0
Cenpf	2788	1623	2356	2301
Ptpn14	137	202	139	95
Smyd2	9249	7366	8372	6959
Prox1	0	0	0	0
Rps6kc1	1099	1818	1268	1108
Angel2	8575	9244	9013	9307
Vash2	362	336	505	302
Mfsd7b	1256	1199	1800	1341
A230020J21Rik	3	5	4	4
Spata45	0	4	10	0
Tatdn3	513	928	593	668
Nsl1	2966	2782	3641	3477
Batf3	3	5	0	4
Fam71a	0	0	0	0
Atf3	0	3	46	0
Nenf	646	726	748	557
Tmem206	5599	6150	5803	5364
Ppp2r5a	4702	5262	6373	5674
Dtl	9934	9371	13919	12261
Ints7	10384	8038	10029	10577
Lpgat1	1832	1786	1865	1306
Nek2	2983	1780	3068	2751
1700034H15Rik	18	16	5	0
Slc30a1	258	396	433	309
Rd3	9	59	42	9
Traf5	621	864	709	630
Mir3473c	0	0	0	0
Rcor3	2089	1894	1975	1595
Gm10516	12	25	19	31
Kcnh1	0	0	0	0
Hhat	960	922	806	882
1700065J18Rik	0	0	0	0
Sertad4	0	0	0	0
Gm15867	0	2	0	0
Syt14	28	30	54	62
Diexf	534	640	479	533
Irf6	703	1816	887	1057
A130010J15Rik	840	1102	1092	799
Traf3ip3	10057	12492	8725	10178
Hsd11b1	85	19	73	23
G0s2	27	36	43	13
Lamb3	81	29	185	84
Camk1g	0	0	0	0
Mir205	0	0	0	0
4930503O07Rik	0	0	0	0
Plxna2	86	106	29	45
Cd34	71698	72570	70267	71946
Gm16897	308	544	299	342
A330023F24Rik	18	48	39	3
Mir29b-2	0	0	0	0
Mir29c	0	0	0	0
Cd46	50	63	18	10
Cr1l	2461	3640	3033	2819
Cr2	23	45	42	35
B020014A21Rik	0	0	0	0
H60c	6	5	13	8
Ppp1r14c	0	1	0	0
Iyd	0	0	0	0
Plekhg1	38	130	87	132
Mthfd1l	8692	6387	9075	7373
Akap12	69	38	195	69
Zbtb2	2082	2150	2038	1573
Rmnd1	3	0	5	3
Gm5512	1452	1760	1350	1686
Armt1	2162	3123	2743	2714
Ccdc170	4	3	0	0
Esr1	2168	2869	2625	2488
Syne1	476	658	356	250
Myct1	4369	8288	3784	5171
Vip	0	9	0	0
Fbxo5	4126	3365	4262	3557
Mtrf1l	1365	1373	1259	1019
Rgs17	0	0	0	0
Oprm1	13	22	7	10
Ipcef1	544	629	600	595
Cnksr3	2319	2317	1741	2378
Ulbp1	137	142	287	172
Lrp11	535	353	401	344
Pcmt1	6011	6516	6000	5454
A630066F11Rik	159	311	183	233
Nup43	1369	1494	1612	1399
BC020402	208	437	185	227
Lats1	1184	1249	1302	1073
Katna1	2643	3625	2683	3034
Ginm1	1858	1965	1856	1605
Ppil4	5710	6401	6090	5646
Zc3h12d	60	147	59	119
Mir5104	0	0	6	0
Tab2	1518	1680	1844	1642
Ust	234	248	312	236
Sash1	110	77	89	108
Samd5	54	49	12	13
Gm6150	0	0	0	0
Stxbp5	4146	4016	5141	3446
Adgb	12	19	0	3
Rab32	5787	7918	5871	5869
Gm5177	0	1	2	0
Grm1	244	397	160	241
4930567K20Rik	0	0	0	0
Shprh	1390	2303	2180	1998
Fbxo30	1648	2279	1669	1304
Epm2a	56	71	83	106
Utrn	3079	3505	2472	2769
B230208H11Rik	85	220	80	157
Stx11	280	770	374	439
Sf3b5	4093	4180	4453	4126
Plagl1	8	26	15	0
Hymai	0	0	0	0
Zc2hc1b	3	0	0	0
Ltv1	5554	4372	5565	4225
Phactr2	5658	5408	4411	4530
Fuca2	6599	7718	6833	6747
Pex3	2303	3410	2471	2344
Adat2	537	1042	769	921
Aig1	2167	2333	1780	1750
Hivep2	234	491	493	345
Adgrg6	14	0	41	9
Vta1	3825	5167	3762	4002
1700016L04Rik	0	0	0	0
Gje1	0	0	0	1
Nmbr	0	0	0	3
C330004P14Rik	0	0	0	0
Gm20125	0	0	0	0
Cited2	7586	11933	9114	12025
Txlnb	84	139	112	124
Heca	1290	1899	1969	1941
Abracl	2759	2900	2415	2549
Reps1	7692	8224	8505	7589
Ect2l	0	0	4	0
Ccdc28a	1019	2376	878	1761
Nhsl1	196	264	234	217
Hebp2	15	41	3	9
Arfgef3	67	52	137	94
Gm4922	0	0	0	0
4930444F02Rik	9	6	9	42
Perp	219	322	254	308
Tnfaip3	1134	1715	1697	1534
Gm20139	0	3	0	0
Olig3	0	0	0	1
Ifngr1	16842	13713	15862	11114
Il22ra2	346	350	190	258
Il20ra	398	144	71	54
Slc35d3	2369	881	281	399
Pex7	4509	5337	4381	4779
Map3k5	2244	2721	3321	2973
Map7	8621	7938	8946	7495
4930405J17Rik	0	1	0	0
Gm6251	76	133	116	86
Mir6413	0	0	0	0
Bclaf1	11617	10019	10998	9926
Mtfr2	5052	4860	5704	4896
Pde7b	5	45	2	26
Ahi1	1035	1173	1190	1291
Myb	29346	39472	31730	35698
Hbs1l	4423	4578	4843	4673
4930455C13Rik	6	11	5	15
Aldh8a1	0	0	0	0
1700020N01Rik	0	0	0	0
Gm5420	0	0	0	0
Sgk1	1617	1083	906	745
4930444G20Rik	0	0	0	0
E030030I06Rik	69	7	10	8
Raet1a	0	0	0	0
Raet1e	2	5	0	0
Raet1b	0	0	0	0
Raet1c	0	0	0	0
H60b	22	67	65	42
C920009B18Rik	96	240	102	89
Raet1d	0	2	0	0
Gm10825	0	0	0	0
Slc2a12	13	23	60	19
Tbpl1	3410	4045	3464	3103
Mir7663	0	0	7	0
Tcf21	0	0	0	0
Eya4	3	41	0	0
Rps12	83	93	68	53
Snora33	14	24	12	12
Snord100	56	32	23	30
Slc18b1	301	725	258	403
Vnn3	5	5	15	4
Vnn1	495	895	229	449
Taar1	0	0	0	0
Taar2	0	0	0	0
Taar3	0	0	0	0
Taar4	0	0	0	0
Taar5	0	0	0	0
Taar6	0	0	0	0
Taar7a	0	0	0	0
Taar7b	0	0	0	0
Taar7d	0	0	0	0
Taar7e	0	0	0	0
Taar7f	0	0	0	0
Taar8a	0	0	0	0
Taar8b	0	0	0	0
Taar8c	0	0	0	0
Taar9	0	0	0	0
Stx7	4149	5340	4906	4531
Moxd1	0	8	0	0
Ctgf	6	18	16	3
Enpp1	515	681	500	403
Enpp3	5	26	0	7
Med23	2494	2907	3306	3017
Mir6905	0	0	0	0
Arg1	5	22	12	0
Akap7	1352	1754	1018	1347
Epb4.1l2	3072	3292	4076	3626
Smlr1	0	0	0	0
4930401C15Rik	0	0	0	0
Mir680-3	0	0	0	0
Tmem200a	0	0	0	0
Gm9767	0	0	0	0
Samd3	10	0	0	8
L3mbtl3	996	1251	1247	936
Gm8709	0	0	0	0
Arhgap18	6984	8352	7283	6900
Lama2	0	0	0	0
4930579H20Rik	0	0	0	0
Ptprk	98	122	158	136
Themis	0	0	0	10
4930519F09Rik	270	338	385	283
2310057J18Rik	0	0	0	0
Soga3	0	0	0	0
9330159F19Rik	0	0	0	3
Echdc1	856	747	683	794
Rnf146	3533	4192	3676	3547
Rspo3	0	1	15	1
Cenpw	671	894	591	814
Trmt11	2069	2282	1989	1924
Gm20300	457	781	443	378
Hint3	166	390	135	146
Ncoa7	2553	5323	3320	4193
Hey2	0	0	0	0
Hddc2	2187	2007	1937	1867
Tpd52l1	19	71	22	24
Gm3258	803	1131	756	918
Rnf217	1019	1058	1143	984
Nkain2	0	0	0	0
Trdn	0	0	0	0
D830005E20Rik	0	0	0	0
Clvs2	0	0	0	0
Gm4794	0	2	0	0
Sult3a1	0	0	0	0
Rsph4a	0	0	0	0
Zufsp	1465	2069	1465	1340
A830082N09Rik	17	36	21	5
Rwdd1	731	715	821	685
Trappc3l	0	0	0	0
Fam26d	0	0	0	0
Fam26e	17	14	0	1
Fam26f	714	953	599	809
Dse	57	72	29	56
Tspyl1	7329	8176	7907	7334
Tspyl4	1047	1745	1129	1254
Nt5dc1	3873	5225	4305	3966
Col10a1	4	20	11	3
Frk	12	18	12	8
Hs3st5	0	0	0	0
Hdac2	14219	12616	14319	13425
Marcks	2856	4357	2494	3059
4930591E09Rik	0	0	0	0
Rfpl4b	0	0	0	0
Lama4	84	139	62	53
Fam229b	79	179	88	88
Tube1	961	1147	1319	1433
Wisp3	15	8	15	23
Fyn	7367	7719	8101	7460
Traf3ip2	1078	954	858	865
E130307A14Rik	490	861	421	497
Rev3l	947	1032	863	781
AA474331	138	172	171	124
2010001E11Rik	0	0	0	0
G630090E17Rik	0	16	0	4
BC021785	6	27	0	7
AI317395	0	0	0	0
Slc16a10	634	725	923	815
Rpf2	1853	2129	1775	2244
Gtf3c6	2921	3059	3099	3071
Amd1	0	0	0	0
Amd2	0	0	0	0
Cdk19	7326	7744	9419	8419
Slc22a16	0	0	0	0
Ddo	0	0	0	0
Mettl24	61	39	32	36
Cdc40	5775	7578	6036	6823
Wasf1	0	2	19	10
Gpr6	0	0	0	0
Fig4	5309	5319	5400	5779
Zbtb24	3113	3509	2787	3349
Mical1	5754	6613	7970	7787
Smpd2	2867	3742	2777	2718
Ppil6	19	28	0	8
Cd164	12502	14561	14590	12831
Ccdc162	0	0	0	2
5730435O14Rik	0	0	7	0
Cep57l1	2716	3542	2651	2845
Sesn1	15026	24913	14175	18570
Armc2	191	328	128	193
Foxo3	954	876	1492	998
Lace1	524	691	579	609
Snx3	15328	15228	15165	14349
Nr2e1	0	0	0	0
Ostm1	2869	3168	3081	2634
Sec63	4335	4081	4630	4096
Scml4	1119	1563	1060	1252
Sobp	1	0	12	6
9030612E09Rik	0	0	6	0
Pdss2	852	827	853	740
Bend3	350	451	646	386
1700021F05Rik	756	839	758	750
Cd24a	7877	12312	8091	9451
F830002L21Rik	5	0	0	0
1700027J07Rik	1	0	0	0
4933404K13Rik	0	0	0	0
Qrsl1	1212	1289	1430	1224
Rtn4ip1	2085	1923	2373	2028
Aim1	330	526	432	435
Speer5-ps1	2	0	0	0
Atg5	3551	4789	3533	3601
Mir1929	0	0	0	0
Prdm1	101	178	129	254
Prep	10527	7247	11773	8879
Popdc3	0	0	0	2
Bves	0	0	0	0
Lin28b	5	9	29	4
Hace1	1403	1864	1660	1499
D030045P18Rik	0	0	0	0
Snord14d	0	0	0	0
Snord14c	0	0	0	0
C130030K03Rik	0	0	0	0
Grik2	0	0	0	0
Ascc3	1091	1375	1444	1165
Sim1	0	0	0	0
Lilr4b	16	39	45	10
Lilrb4a	13	62	96	18
Fam162b	0	0	0	0
Gprc6a	0	0	0	0
Rfx6	0	0	0	0
4933411G06Rik	0	0	0	0
Vgll2	0	0	0	0
Ros1	0	0	0	0
Dcbld1	67	60	82	35
Gopc	2479	3048	2653	2771
Nepn	0	0	0	0
Nus1	2089	2152	2146	1987
Zfa-ps	41	52	65	74
Slc35f1	0	0	0	0
Cep85l	309	580	397	472
Gm19395	0	0	0	0
Pln	15	51	35	10
Gm20597	0	0	8	0
Mcm9	2292	2322	2777	2003
Asf1a	4295	4642	4459	3928
Fam184a	453	598	320	263
Man1a	9968	12005	11344	10667
Gm16998	0	39	8	13
Tbc1d32	315	498	391	505
Msl3l2	2135	2485	2325	2553
Gja1	970	1137	1521	1069
4930467K11Rik	0	0	0	0
Hsf2	83	175	176	130
Serinc1	6888	10389	7372	7720
Pkib	569	719	876	1133
Fabp7	0	0	0	0
Smpdl3a	4070	7597	4192	5538
Dux	0	0	0	0
Gm4981	0	0	0	0
Gcc2	1781	2617	2215	2410
Lims1	8186	11096	9383	11896
Ranbp2	2543	3395	4447	3435
Ccdc138	770	1038	660	713
Edar	225	474	190	311
BB019430	0	0	0	0
Sh3rf3	20	22	0	2
Sept10	91	85	79	135
Sowahc	17	19	66	67
P4ha1	3294	4308	3203	3512
Pla2g12b	0	0	0	0
Oit3	0	0	0	2
Mcu	1514	1324	1955	1933
Micu1	4854	4443	5704	5261
Dnajb12	1648	1941	1587	1619
Ddit4	3537	3341	4437	1797
Anapc16	2511	2714	2531	2241
Ascc1	2431	3014	2687	2343
Spock2	26	69	62	29
Mir6906	0	0	0	0
Chst3	3	0	11	0
Psap	36650	41140	43688	42871
Cdh23	62	101	84	49
4632428N05Rik	1727	2239	2045	1825
Gm17455	0	0	0	0
Slc29a3	2021	2576	2913	2345
Unc5b	7	22	17	1
Mir6408	0	0	0	0
Pldi	0	4	0	0
Mir466j	0	0	0	0
Gm20611	0	0	0	0
Pcbd1	539	582	463	336
Sgpl1	5035	7718	7284	6030
Tbata	0	0	0	0
Adamts14	20	2	35	0
Prf1	34	18	30	10
Pald1	173	224	580	146
Nodal	0	0	0	0
Eif4ebp2	2544	2977	2875	2700
Lrrc20	861	909	1033	1048
Npffr1	24	39	27	17
Ppa1	7602	5258	7865	6257
1700022H01Rik	0	13	3	3
Sar1a	12241	13250	12501	12264
Tysnd1	7571	6612	7194	7302
Aifm2	1022	1246	887	908
H2afy2	573	538	693	401
Mir5108	0	0	0	0
Col13a1	0	1	0	1
2010107G23Rik	354	561	128	161
Neurog3	0	0	0	0
Tspan15	50	59	0	6
Mir7662	0	0	0	0
Tacr2	0	0	0	0
Hk1	40148	27581	36169	30423
Hk1os	71	147	103	102
Hkdc1	0	0	0	0
Supv3l1	2450	2431	2771	2407
4930507D05Rik	137	65	66	81
Vps26a	6288	8359	7169	7404
Srgn	23165	31262	25825	26109
Kif1bp	4255	5699	4236	4669
Ddx21	6602	3923	8235	5378
Ddx50	5259	5399	5365	4868
Stox1	660	808	571	693
Mir7215	0	0	0	0
Ccar1	9983	9103	10051	8312
Snord98	1	0	0	0
Tet1	2006	1930	1639	1535
Slc25a16	1356	1862	1662	1524
Dna2	4289	3895	4930	4425
Rufy2	1547	2921	1594	1991
Hnrnph3	534	732	515	520
Pbld2	24	91	61	27
Pbld1	201	926	156	380
Atoh7	0	0	0	0
Mypn	0	0	0	0
Herc4	3324	5066	4359	4059
Sirt1	1772	2043	2273	1714
Dnajc12	379	641	449	472
Ctnna3	0	0	0	0
Lrrtm3	0	0	0	0
1700023F02Rik	0	0	0	0
4930407I19Rik	0	0	0	0
Gm31763	0	15	11	13
Reep3	2513	2863	3309	2719
Jmjd1c	2562	3377	2487	2514
Nrbf2	856	984	848	728
Egr2	7	21	5	0
Ado	4177	4016	4790	4239
Zfp365	57	7	57	49
Rtkn2	665	490	958	890
Arid5b	539	1057	596	785
4930545H06Rik	0	0	0	0
1700040L02Rik	947	953	756	557
Tmem26	12	13	19	45
Rhobtb1	1555	1655	1510	1193
Cdk1	6076	5498	7298	6755
Ank3	5	33	73	0
Ccdc6	2856	3149	2956	2877
Mrln	0	2	0	0
